Datetime,Température
2005-01-01,48.1
2005-01-02,50.9
2005-01-03,55.8
2005-01-04,42.5
2005-01-05,36.3
2005-01-06,33.5
2005-01-07,29.0
2005-01-08,32.6
2005-01-09,35.7
2005-01-10,37.8
2005-01-11,41.6
2005-01-12,58.2
2005-01-13,59.3
2005-01-14,29.7
2005-01-15,21.1
2005-01-16,18.8
2005-01-17,7.5
2005-01-18,6.1
2005-01-19,23.9
2005-01-20,25.4
2005-01-21,15.3
2005-01-22,19.4
2005-01-23,6.2
2005-01-24,12.6
2005-01-25,27.8
2005-01-26,35.5
2005-01-27,14.9
2005-01-28,13.3
2005-01-29,27.4
2005-01-30,30.0
2005-01-31,19.1
2005-02-01,21.8
2005-02-02,22.7
2005-02-03,27.9
2005-02-04,31.6
2005-02-05,36.3
2005-02-06,39.1
2005-02-07,44.7
2005-02-08,45.2
2005-02-09,35.6
2005-02-10,27.5
2005-02-11,24.9
2005-02-12,35.9
2005-02-13,37.6
2005-02-14,46.4
2005-02-15,47.6
2005-02-16,39.7
2005-02-17,28.2
2005-02-18,22.2
2005-02-19,23.9
2005-02-20,34.9
2005-02-21,42.5
2005-02-22,35.0
2005-02-23,30.3
2005-02-24,27.8
2005-02-25,24.4
2005-02-26,34.2
2005-02-27,28.8
2005-02-28,36.8
2005-03-01,26.6
2005-03-02,21.1
2005-03-03,22.4
2005-03-04,26.9
2005-03-05,35.3
2005-03-06,39.6
2005-03-07,50.4
2005-03-08,27.0
2005-03-09,22.5
2005-03-10,23.1
2005-03-11,32.3
2005-03-12,29.6
2005-03-13,27.4
2005-03-14,29.2
2005-03-15,33.0
2005-03-16,33.0
2005-03-17,40.3
2005-03-18,44.3
2005-03-19,44.8
2005-03-20,37.5
2005-03-21,33.9
2005-03-22,36.0
2005-03-23,36.7
2005-03-24,35.0
2005-03-25,39.7
2005-03-26,40.2
2005-03-27,40.2
2005-03-28,42.8
2005-03-29,44.4
2005-03-30,56.3
2005-03-31,60.8
2005-04-01,47.6
2005-04-02,39.5
2005-04-03,43.7
2005-04-04,50.9
2005-04-05,60.0
2005-04-06,64.6
2005-04-07,60.7
2005-04-08,49.8
2005-04-09,49.8
2005-04-10,63.0
2005-04-11,64.4
2005-04-12,52.7
2005-04-13,50.9
2005-04-14,49.4
2005-04-15,51.0
2005-04-16,55.9
2005-04-17,62.1
2005-04-18,66.2
2005-04-19,68.0
2005-04-20,67.4
2005-04-21,53.0
2005-04-22,52.3
2005-04-23,41.8
2005-04-24,33.0
2005-04-25,45.3
2005-04-26,50.0
2005-04-27,43.7
2005-04-28,47.4
2005-04-29,49.0
2005-04-30,47.7
2005-05-01,45.3
2005-05-02,43.5
2005-05-03,42.1
2005-05-04,45.0
2005-05-05,51.6
2005-05-06,55.9
2005-05-07,61.8
2005-05-08,62.5
2005-05-09,68.4
2005-05-10,69.2
2005-05-11,72.9
2005-05-12,53.9
2005-05-13,57.9
2005-05-14,62.5
2005-05-15,51.2
2005-05-16,50.2
2005-05-17,53.7
2005-05-18,59.1
2005-05-19,60.6
2005-05-20,59.1
2005-05-21,58.5
2005-05-22,61.1
2005-05-23,61.6
2005-05-24,55.6
2005-05-25,55.5
2005-05-26,62.0
2005-05-27,63.8
2005-05-28,61.0
2005-05-29,61.7
2005-05-30,62.8
2005-05-31,62.7
2005-06-01,66.0
2005-06-02,64.6
2005-06-03,66.0
2005-06-04,71.3
2005-06-05,76.3
2005-06-06,77.8
2005-06-07,77.8
2005-06-08,77.7
2005-06-09,77.9
2005-06-10,79.0
2005-06-11,74.5
2005-06-12,74.5
2005-06-13,75.2
2005-06-14,77.7
2005-06-15,71.4
2005-06-16,64.8
2005-06-17,64.8
2005-06-18,63.5
2005-06-19,65.2
2005-06-20,67.8
2005-06-21,71.4
2005-06-22,75.7
2005-06-23,72.5
2005-06-24,77.3
2005-06-25,80.2
2005-06-26,78.2
2005-06-27,81.4
2005-06-28,73.7
2005-06-29,76.4
2005-06-30,75.0
2005-07-01,72.4
2005-07-02,67.5
2005-07-03,71.1
2005-07-04,78.1
2005-07-05,75.9
2005-07-06,73.5
2005-07-07,72.5
2005-07-08,71.8
2005-07-09,72.3
2005-07-10,74.5
2005-07-11,74.8
2005-07-12,77.2
2005-07-13,71.1
2005-07-14,71.6
2005-07-15,75.1
2005-07-16,76.2
2005-07-17,76.2
2005-07-18,78.9
2005-07-19,77.8
2005-07-20,76.2
2005-07-21,78.4
2005-07-22,77.2
2005-07-23,76.9
2005-07-24,80.6
2005-07-25,84.1
2005-07-26,83.6
2005-07-27,72.2
2005-07-28,67.5
2005-07-29,73.3
2005-07-30,71.9
2005-07-31,74.1
2005-08-01,77.4
2005-08-02,79.4
2005-08-03,81.5
2005-08-04,82.3
2005-08-05,76.8
2005-08-06,73.2
2005-08-07,73.5
2005-08-08,77.9
2005-08-09,76.6
2005-08-10,79.4
2005-08-11,78.0
2005-08-12,79.0
2005-08-13,80.3
2005-08-14,74.1
2005-08-15,68.3
2005-08-16,68.0
2005-08-17,71.7
2005-08-18,74.1
2005-08-19,77.9
2005-08-20,79.5
2005-08-21,76.3
2005-08-22,70.4
2005-08-23,65.7
2005-08-24,66.6
2005-08-25,70.2
2005-08-26,73.0
2005-08-27,74.6
2005-08-28,72.8
2005-08-29,73.9
2005-08-30,69.9
2005-08-31,69.9
2005-09-01,70.8
2005-09-02,72.3
2005-09-03,67.1
2005-09-04,68.0
2005-09-05,67.7
2005-09-06,69.7
2005-09-07,69.9
2005-09-08,71.4
2005-09-09,71.9
2005-09-10,72.5
2005-09-11,72.0
2005-09-12,72.1
2005-09-13,74.1
2005-09-14,71.7
2005-09-15,71.5
2005-09-16,70.0
2005-09-17,63.6
2005-09-18,64.3
2005-09-19,67.8
2005-09-20,68.7
2005-09-21,68.2
2005-09-22,71.8
2005-09-23,71.7
2005-09-24,67.4
2005-09-25,73.4
2005-09-26,69.1
2005-09-27,61.8
2005-09-28,63.0
2005-09-29,60.0
2005-09-30,53.0
2005-10-01,60.0
2005-10-02,68.6
2005-10-03,72.0
2005-10-04,69.1
2005-10-05,69.1
2005-10-06,69.7
2005-10-07,54.0
2005-10-08,50.2
2005-10-09,50.5
2005-10-10,54.0
2005-10-11,57.9
2005-10-12,59.2
2005-10-13,60.6
2005-10-14,60.8
2005-10-15,58.2
2005-10-16,51.5
2005-10-17,51.9
2005-10-18,60.7
2005-10-19,60.4
2005-10-20,50.3
2005-10-21,45.3
2005-10-22,47.7
2005-10-23,45.6
2005-10-24,39.0
2005-10-25,43.8
2005-10-26,42.9
2005-10-27,44.9
2005-10-28,40.3
2005-10-29,40.2
2005-10-30,45.6
2005-10-31,53.4
2005-11-01,52.3
2005-11-02,45.9
2005-11-03,55.0
2005-11-04,59.1
2005-11-05,63.0
2005-11-06,60.4
2005-11-07,47.7
2005-11-08,56.1
2005-11-09,62.4
2005-11-10,44.0
2005-11-11,39.4
2005-11-12,50.5
2005-11-13,57.5
2005-11-14,44.3
2005-11-15,55.6
2005-11-16,43.7
2005-11-17,24.9
2005-11-18,25.1
2005-11-19,36.7
2005-11-20,43.9
2005-11-21,40.2
2005-11-22,36.1
2005-11-23,28.7
2005-11-24,31.7
2005-11-25,18.1
2005-11-26,32.6
2005-11-27,48.6
2005-11-28,57.3
2005-11-29,44.9
2005-11-30,30.4
2005-12-01,28.0
2005-12-02,22.6
2005-12-03,22.3
2005-12-04,27.0
2005-12-05,24.0
2005-12-06,15.9
2005-12-07,19.9
2005-12-08,17.8
2005-12-09,18.4
2005-12-10,19.9
2005-12-11,29.9
2005-12-12,20.5
2005-12-13,20.5
2005-12-14,24.2
2005-12-15,32.8
2005-12-16,28.2
2005-12-17,23.0
2005-12-18,19.4
2005-12-19,10.1
2005-12-20,7.4
2005-12-21,23.0
2005-12-22,26.6
2005-12-23,34.6
2005-12-24,40.7
2005-12-25,39.6
2005-12-26,33.6
2005-12-27,36.2
2005-12-28,50.2
2005-12-29,37.7
2005-12-30,36.0
2005-12-31,37.0
2006-01-01,36.1
2006-01-02,48.5
2006-01-03,43.4
2006-01-04,44.1
2006-01-05,36.7
2006-01-06,29.3
2006-01-07,31.4
2006-01-08,37.8
2006-01-09,43.9
2006-01-10,37.3
2006-01-11,42.6
2006-01-12,41.2
2006-01-13,49.8
2006-01-14,35.1
2006-01-15,30.4
2006-01-16,37.4
2006-01-17,47.5
2006-01-18,27.7
2006-01-19,38.4
2006-01-20,52.3
2006-01-21,45.9
2006-01-22,30.5
2006-01-23,35.5
2006-01-24,33.3
2006-01-25,33.0
2006-01-26,29.9
2006-01-27,32.9
2006-01-28,46.7
2006-01-29,49.6
2006-01-30,42.5
2006-01-31,33.5
2006-02-01,36.6
2006-02-02,40.5
2006-02-03,42.1
2006-02-04,36.3
2006-02-05,26.1
2006-02-06,25.7
2006-02-07,24.0
2006-02-08,25.6
2006-02-09,22.5
2006-02-10,29.1
2006-02-11,29.4
2006-02-12,26.6
2006-02-13,25.5
2006-02-14,35.0
2006-02-15,45.8
2006-02-16,53.4
2006-02-17,37.9
2006-02-18,18.0
2006-02-19,10.1
2006-02-20,21.2
2006-02-21,29.9
2006-02-22,35.5
2006-02-23,38.0
2006-02-24,31.9
2006-02-25,41.6
2006-02-26,23.5
2006-02-27,30.7
2006-02-28,33.6
2006-03-01,39.5
2006-03-02,44.7
2006-03-03,30.5
2006-03-04,27.2
2006-03-05,31.0
2006-03-06,33.2
2006-03-07,30.9
2006-03-08,38.2
2006-03-09,51.2
2006-03-10,49.2
2006-03-11,44.7
2006-03-12,56.7
2006-03-13,61.4
2006-03-14,38.9
2006-03-15,36.7
2006-03-16,38.9
2006-03-17,35.6
2006-03-18,31.1
2006-03-19,31.8
2006-03-20,33.4
2006-03-21,27.3
2006-03-22,27.3
2006-03-23,34.9
2006-03-24,36.6
2006-03-25,34.2
2006-03-26,36.4
2006-03-27,38.2
2006-03-28,44.4
2006-03-29,45.5
2006-03-30,50.8
2006-03-31,59.3
2006-04-01,52.6
2006-04-02,51.0
2006-04-03,51.6
2006-04-04,42.4
2006-04-05,45.0
2006-04-06,50.1
2006-04-07,57.8
2006-04-08,41.8
2006-04-09,38.7
2006-04-10,48.4
2006-04-11,58.1
2006-04-12,67.9
2006-04-13,65.4
2006-04-14,68.1
2006-04-15,62.7
2006-04-16,61.0
2006-04-17,57.0
2006-04-18,52.0
2006-04-19,59.7
2006-04-20,62.4
2006-04-21,60.4
2006-04-22,61.5
2006-04-23,58.8
2006-04-24,55.3
2006-04-25,53.0
2006-04-26,42.0
2006-04-27,52.8
2006-04-28,54.4
2006-04-29,55.7
2006-04-30,59.2
2006-05-01,56.8
2006-05-02,60.6
2006-05-03,61.6
2006-05-04,64.8
2006-05-05,59.6
2006-05-06,54.0
2006-05-07,51.8
2006-05-08,56.2
2006-05-09,61.1
2006-05-10,63.4
2006-05-11,57.7
2006-05-12,47.1
2006-05-13,49.6
2006-05-14,47.4
2006-05-15,47.9
2006-05-16,53.7
2006-05-17,56.4
2006-05-18,51.3
2006-05-19,52.8
2006-05-20,54.4
2006-05-21,55.4
2006-05-22,50.1
2006-05-23,55.4
2006-05-24,62.0
2006-05-25,69.9
2006-05-26,67.1
2006-05-27,69.9
2006-05-28,75.0
2006-05-29,78.0
2006-05-30,78.1
2006-05-31,76.7
2006-06-01,72.6
2006-06-02,64.9
2006-06-03,64.7
2006-06-04,62.0
2006-06-05,64.1
2006-06-06,69.8
2006-06-07,67.6
2006-06-08,66.3
2006-06-09,68.1
2006-06-10,58.9
2006-06-11,58.8
2006-06-12,60.8
2006-06-13,62.4
2006-06-14,66.9
2006-06-15,68.3
2006-06-16,72.1
2006-06-17,75.4
2006-06-18,76.8
2006-06-19,72.4
2006-06-20,70.3
2006-06-21,74.4
2006-06-22,79.0
2006-06-23,70.0
2006-06-24,69.7
2006-06-25,70.2
2006-06-26,70.2
2006-06-27,71.0
2006-06-28,71.6
2006-06-29,65.9
2006-06-30,69.9
2006-07-01,75.8
2006-07-02,81.0
2006-07-03,78.4
2006-07-04,76.6
2006-07-05,70.1
2006-07-06,65.5
2006-07-07,67.5
2006-07-08,69.6
2006-07-09,71.8
2006-07-10,76.0
2006-07-11,74.0
2006-07-12,74.1
2006-07-13,76.8
2006-07-14,78.4
2006-07-15,78.4
2006-07-16,80.7
2006-07-17,81.4
2006-07-18,75.9
2006-07-19,76.4
2006-07-20,78.8
2006-07-21,77.5
2006-07-22,70.0
2006-07-23,69.8
2006-07-24,71.9
2006-07-25,75.4
2006-07-26,76.8
2006-07-27,73.8
2006-07-28,75.7
2006-07-29,77.4
2006-07-30,79.9
2006-07-31,80.9
2006-08-01,83.4
2006-08-02,83.2
2006-08-03,79.4
2006-08-04,75.7
2006-08-05,74.3
2006-08-06,75.7
2006-08-07,78.3
2006-08-08,74.0
2006-08-09,70.8
2006-08-10,72.7
2006-08-11,72.2
2006-08-12,68.4
2006-08-13,70.2
2006-08-14,73.9
2006-08-15,71.9
2006-08-16,70.0
2006-08-17,72.2
2006-08-18,77.1
2006-08-19,77.5
2006-08-20,72.1
2006-08-21,67.8
2006-08-22,70.3
2006-08-23,71.9
2006-08-24,74.0
2006-08-25,75.3
2006-08-26,75.5
2006-08-27,74.3
2006-08-28,73.5
2006-08-29,73.1
2006-08-30,68.2
2006-08-31,67.2
2006-09-01,65.2
2006-09-02,60.8
2006-09-03,60.1
2006-09-04,61.8
2006-09-05,64.2
2006-09-06,63.3
2006-09-07,66.9
2006-09-08,69.0
2006-09-09,69.4
2006-09-10,68.0
2006-09-11,66.7
2006-09-12,67.4
2006-09-13,64.5
2006-09-14,65.5
2006-09-15,62.6
2006-09-16,62.6
2006-09-17,67.6
2006-09-18,69.3
2006-09-19,55.2
2006-09-20,51.6
2006-09-21,52.7
2006-09-22,57.5
2006-09-23,66.1
2006-09-24,63.6
2006-09-25,54.8
2006-09-26,58.1
2006-09-27,63.3
2006-09-28,56.3
2006-09-29,50.0
2006-09-30,54.9
2006-10-01,58.1
2006-10-02,63.0
2006-10-03,69.6
2006-10-04,72.6
2006-10-05,56.5
2006-10-06,49.6
2006-10-07,51.5
2006-10-08,57.1
2006-10-09,63.4
2006-10-10,63.0
2006-10-11,63.0
2006-10-12,42.0
2006-10-13,41.3
2006-10-14,42.8
2006-10-15,41.1
2006-10-16,50.2
2006-10-17,55.8
2006-10-18,56.9
2006-10-19,54.8
2006-10-20,43.8
2006-10-21,44.2
2006-10-22,45.1
2006-10-23,37.3
2006-10-24,38.5
2006-10-25,38.0
2006-10-26,40.4
2006-10-27,44.1
2006-10-28,44.4
2006-10-29,46.2
2006-10-30,51.6
2006-10-31,57.3
2006-11-01,39.6
2006-11-02,32.8
2006-11-03,27.8
2006-11-04,33.7
2006-11-05,45.0
2006-11-06,49.2
2006-11-07,49.6
2006-11-08,50.3
2006-11-09,52.0
2006-11-10,54.6
2006-11-11,52.6
2006-11-12,37.1
2006-11-13,37.4
2006-11-14,38.1
2006-11-15,39.7
2006-11-16,48.9
2006-11-17,38.9
2006-11-18,39.5
2006-11-19,37.1
2006-11-20,33.6
2006-11-21,33.6
2006-11-22,36.6
2006-11-23,38.6
2006-11-24,42.2
2006-11-25,48.0
2006-11-26,53.7
2006-11-27,53.2
2006-11-28,51.7
2006-11-29,58.8
2006-11-30,58.2
2006-12-01,43.2
2006-12-02,28.5
2006-12-03,27.1
2006-12-04,19.0
2006-12-05,24.2
2006-12-06,36.0
2006-12-07,25.9
2006-12-08,14.5
2006-12-09,25.6
2006-12-10,37.4
2006-12-11,44.5
2006-12-12,45.9
2006-12-13,48.6
2006-12-14,47.6
2006-12-15,47.1
2006-12-16,38.1
2006-12-17,55.8
2006-12-18,49.4
2006-12-19,34.0
2006-12-20,32.8
2006-12-21,44.3
2006-12-22,52.1
2006-12-23,39.3
2006-12-24,38.1
2006-12-25,36.5
2006-12-26,35.1
2006-12-27,33.1
2006-12-28,39.4
2006-12-29,40.9
2006-12-30,42.0
2006-12-31,48.0
2007-01-01,42.1
2007-01-02,35.4
2007-01-03,37.8
2007-01-04,45.1
2007-01-05,56.5
2007-01-06,50.0
2007-01-07,35.7
2007-01-08,35.7
2007-01-09,32.8
2007-01-10,26.7
2007-01-11,34.6
2007-01-12,47.0
2007-01-13,47.4
2007-01-14,37.9
2007-01-15,45.5
2007-01-16,29.7
2007-01-17,22.2
2007-01-18,29.5
2007-01-19,31.2
2007-01-20,25.4
2007-01-21,25.9
2007-01-22,31.3
2007-01-23,28.3
2007-01-24,28.3
2007-01-25,24.1
2007-01-26,23.4
2007-01-27,36.8
2007-01-28,21.1
2007-01-29,16.3
2007-01-30,21.0
2007-01-31,14.7
2007-02-01,23.1
2007-02-02,24.4
2007-02-03,12.4
2007-02-04,6.3
2007-02-05,2.1
2007-02-06,3.0
2007-02-07,8.0
2007-02-08,4.2
2007-02-09,7.4
2007-02-10,8.7
2007-02-11,12.6
2007-02-12,29.3
2007-02-13,26.1
2007-02-14,13.7
2007-02-15,6.1
2007-02-16,4.2
2007-02-17,20.2
2007-02-18,17.7
2007-02-19,20.5
2007-02-20,40.4
2007-02-21,31.6
2007-02-22,31.9
2007-02-23,24.8
2007-02-24,22.9
2007-02-25,36.5
2007-02-26,34.0
2007-02-27,29.7
2007-02-28,28.7
2007-03-01,39.8
2007-03-02,41.5
2007-03-03,31.1
2007-03-04,24.2
2007-03-05,30.5
2007-03-06,20.3
2007-03-07,28.0
2007-03-08,25.6
2007-03-09,39.6
2007-03-10,52.2
2007-03-11,41.8
2007-03-12,43.2
2007-03-13,59.2
2007-03-14,64.3
2007-03-15,43.9
2007-03-16,31.1
2007-03-17,28.7
2007-03-18,29.5
2007-03-19,39.3
2007-03-20,44.8
2007-03-21,48.5
2007-03-22,62.8
2007-03-23,59.3
2007-03-24,62.3
2007-03-25,64.4
2007-03-26,68.1
2007-03-27,68.1
2007-03-28,59.4
2007-03-29,53.2
2007-03-30,58.1
2007-03-31,58.0
2007-04-01,63.8
2007-04-02,63.3
2007-04-03,64.2
2007-04-04,42.0
2007-04-05,29.6
2007-04-06,28.3
2007-04-07,24.5
2007-04-08,30.2
2007-04-09,33.9
2007-04-10,37.7
2007-04-11,42.1
2007-04-12,42.0
2007-04-13,40.4
2007-04-14,40.2
2007-04-15,37.3
2007-04-16,43.6
2007-04-17,49.2
2007-04-18,51.1
2007-04-19,46.1
2007-04-20,50.5
2007-04-21,57.1
2007-04-22,64.6
2007-04-23,69.0
2007-04-24,62.5
2007-04-25,55.9
2007-04-26,57.7
2007-04-27,55.4
2007-04-28,55.2
2007-04-29,61.9
2007-04-30,70.9
2007-05-01,69.6
2007-05-02,66.0
2007-05-03,63.2
2007-05-04,61.0
2007-05-05,65.0
2007-05-06,56.2
2007-05-07,58.4
2007-05-08,65.2
2007-05-09,70.7
2007-05-10,69.7
2007-05-11,71.2
2007-05-12,68.9
2007-05-13,55.6
2007-05-14,62.5
2007-05-15,72.9
2007-05-16,61.4
2007-05-17,51.0
2007-05-18,50.8
2007-05-19,57.1
2007-05-20,64.2
2007-05-21,63.6
2007-05-22,71.0
2007-05-23,74.0
2007-05-24,74.7
2007-05-25,74.9
2007-05-26,71.3
2007-05-27,69.5
2007-05-28,67.7
2007-05-29,71.0
2007-05-30,76.2
2007-05-31,74.7
2007-06-01,76.5
2007-06-02,76.2
2007-06-03,73.0
2007-06-04,67.3
2007-06-05,62.6
2007-06-06,61.9
2007-06-07,74.4
2007-06-08,80.9
2007-06-09,66.9
2007-06-10,65.2
2007-06-11,69.9
2007-06-12,71.4
2007-06-13,74.6
2007-06-14,75.6
2007-06-15,71.4
2007-06-16,74.5
2007-06-17,78.6
2007-06-18,80.7
2007-06-19,76.7
2007-06-20,70.1
2007-06-21,73.6
2007-06-22,68.7
2007-06-23,65.6
2007-06-24,65.9
2007-06-25,73.9
2007-06-26,79.3
2007-06-27,77.9
2007-06-28,74.0
2007-06-29,69.0
2007-06-30,67.4
2007-07-01,68.3
2007-07-02,63.4
2007-07-03,69.4
2007-07-04,71.5
2007-07-05,74.7
2007-07-06,74.1
2007-07-07,74.4
2007-07-08,77.7
2007-07-09,79.7
2007-07-10,76.2
2007-07-11,74.5
2007-07-12,68.6
2007-07-13,69.8
2007-07-14,71.8
2007-07-15,74.4
2007-07-16,72.5
2007-07-17,74.3
2007-07-18,72.1
2007-07-19,75.3
2007-07-20,67.7
2007-07-21,65.6
2007-07-22,65.9
2007-07-23,68.6
2007-07-24,70.4
2007-07-25,69.1
2007-07-26,68.0
2007-07-27,74.3
2007-07-28,71.4
2007-07-29,72.5
2007-07-30,74.3
2007-07-31,73.7
2007-08-01,78.0
2007-08-02,80.0
2007-08-03,79.8
2007-08-04,78.1
2007-08-05,77.9
2007-08-06,81.5
2007-08-07,82.8
2007-08-08,83.9
2007-08-09,81.8
2007-08-10,77.0
2007-08-11,75.0
2007-08-12,77.8
2007-08-13,77.6
2007-08-14,69.8
2007-08-15,76.2
2007-08-16,78.1
2007-08-17,75.0
2007-08-18,65.0
2007-08-19,69.8
2007-08-20,74.8
2007-08-21,73.6
2007-08-22,79.5
2007-08-23,84.5
2007-08-24,82.6
2007-08-25,75.9
2007-08-26,69.7
2007-08-27,70.2
2007-08-28,65.1
2007-08-29,80.1
2007-08-30,73.6
2007-08-31,66.2
2007-09-01,66.2
2007-09-02,69.1
2007-09-03,73.1
2007-09-04,68.0
2007-09-05,77.1
2007-09-06,77.9
2007-09-07,79.7
2007-09-08,74.0
2007-09-09,72.3
2007-09-10,69.8
2007-09-11,68.2
2007-09-12,61.3
2007-09-13,62.1
2007-09-14,68.4
2007-09-15,53.2
2007-09-16,53.0
2007-09-17,58.9
2007-09-18,66.6
